source,destination,weight,alpha_out,alpha_in
AL,RU,0.0027775711132604223,0.9459,0.965
AL,TR,0.0026535724028470104,0.9482,0.7927
AL,US,0.3641098132579421,0.0001,0.4582
AL,XK,0.068546487116534,0.2417,0.0045
AM,AE,0.002734901551335894,0.9161,0.7388
AM,AR,0.002244021785711503,0.9306,0.9011
AM,AU,0.003584201463289206,0.8915,0.9298
AM,BE,0.0009739677889372843,0.9693,0.9215
AM,BG,0.0013012209660202118,0.9592,0.9507
AM,BR,0.0010129265004947755,0.9681,0.932
AM,BY,0.0037556197941421682,0.8866,0.6009
AM,CA,0.00726969557662789,0.7918,0.787
AM,CY,0.01192136573659236,0.6813,0.0028
AM,CZ,0.0008415081696418137,0.9734,0.9116
AM,DE,0.09012708331710054,0.0487,0.3845
AM,EE,0.0014025136160696894,0.9561,0.5986
AM,ES,0.0008415081696418137,0.9734,0.9734
AM,FR,0.005680180145082242,0.8334,0.9325
AM,GB,0.07233853561994998,0.0905,0.4267
AM,GE,0.00803328632315472,0.7725,0.0775
AM,IE,0.0041919573635860715,0.8742,0.3062
AM,IL,0.006708690130200014,0.8062,0.7054
AM,IN,0.017032748692935227,0.5771,0.7673
AM,IR,0.009194255927567964,0.7441,0.3513
AM,KZ,0.007121652472709423,0.7956,0.0993
AM,NL,0.007604740496022316,0.7833,0.8334
AM,PL,0.009038421081337998,0.7479,0.4757
AM,PT,0.0018310594432020945,0.943,0.8479
AM,RS,0.0008259246850188171,0.9739,0.937
AM,RU,0.3223599629113066,0.0,0.0146
AM,SE,0.002446607085810458,0.9246,0.7874
AM,SG,0.005758097568197225,0.8313,0.7345
AM,TH,0.0025167327666139427,0.9225,0.4888
AM,TR,0.005275009544884332,0.8443,0.6296
AM,UA,0.034774545936216796,0.3222,0.1265
AM,US,0.34645982188077074,0.0,0.4759
AM,UZ,0.0027972354898278804,0.9143,0.1353
AO,AM,0.03653846153846154,0.8617,0.0
AO,BR,0.4012820512820513,0.1285,0.0
AO,IN,0.0641025641025641,0.7672,0.368
AO,PT,0.4391025641025641,0.099,-0.0
AO,US,0.05897435897435897,0.7842,0.8815
AQ,AU,1.0,,0.0
AR,AM,0.001423534742868511,0.9116,0.6707
AR,AT,0.0010643353706384906,0.9331,0.8559
AR,AU,0.00961106997203771,0.5338,0.8226
AR,BE,0.0013041700284043812,0.9187,0.8963
AR,BO,0.006245648161451829,0.6655,0.0208
AR,BR,0.01981896351639607,0.2722,0.2495
AR,BY,0.002958697598337736,0.8248,0.6698
AR,CA,0.017331093402889068,0.321,0.5645
AR,CH,0.006309751434034417,0.6627,0.7122
AR,CL,0.01656295936073564,0.3377,0.1059
AR,CN,0.0002807281247582312,0.9819,0.9912
AR,CO,0.07112258093038164,0.0083,0.0035
AR,CR,0.000511720951823075,0.9673,0.9267
AR,CW,0.00011715425678886813,0.9924,0.252
AR,CZ,0.001941887067717371,0.8813,0.8075
AR,DE,0.0481791354900032,0.0404,0.6005
AR,DK,0.003219531604018612,0.8109,0.8853
AR,DO,0.00040340852573525347,0.9741,0.6364
AR,EC,0.006302014832171001,0.663,0.0887
AR,EE,0.00022546668287668962,0.9854,0.9211
AR,EG,0.00012931177400280728,0.9916,0.9842
AR,ES,0.041922435040175066,0.0618,0.259
AR,FI,0.00102344190364615,0.9356,0.9494
AR,FR,0.009307132041689231,0.5445,0.8918
AR,GB,0.038685219774754365,0.077,0.6346
