source,destination,weight,alpha_out,alpha_in
SI,HU,7.336936913707618,0.346,0.3613
SI,IL,5.420534999272286,0.4579,0.5009
SI,IN,8.182279739259018,0.3056,0.3708
SI,IT,7.620214770574455,0.3319,0.3729
SI,MK,5.905361848054571,0.4266,0.3671
SI,MX,5.713732805509369,0.4387,0.4515
SI,NL,7.8551570058813445,0.3207,0.3805
SI,NP,4.820281565605037,0.4996,0.4787
SI,NZ,5.043425116919247,0.4837,0.5022
SI,PL,6.60934924316738,0.3849,0.4403
SI,PT,6.049733455231958,0.4177,0.431
SI,RO,5.484796933490655,0.4536,0.4732
SI,RS,6.016157159698354,0.4198,0.4247
SI,RU,8.242756345714477,0.3029,0.3871
SI,SE,8.395703293828527,0.2962,0.3424
SI,SG,6.827629234502852,0.3728,0.4087
SI,SK,6.444131256700441,0.3944,0.406
SI,TH,7.865955413933502,0.3202,0.3193
SI,TR,5.198497031265826,0.4729,0.4868
SI,UA,6.917705609835305,0.368,0.4299
SI,US,11.657242235738467,0.1826,0.3008
SI,VN,5.3230099791384085,0.4644,0.4759
SK,AT,8.598588829620232,0.3054,0.3089
SK,AU,8.187855443695623,0.3235,0.3472
SK,BE,7.254177846456518,0.3686,0.3806
SK,BR,5.662960480135946,0.4599,0.4612
SK,BY,4.804021044733257,0.518,0.5048
SK,CA,7.9291264873067995,0.3355,0.3769
SK,CH,8.342601680684194,0.3166,0.3386
SK,CY,4.672828834461906,0.5275,0.4969
SK,CZ,10.75832832209406,0.2253,0.2459
SK,DE,10.107081244605622,0.247,0.3217
SK,DK,7.272398392570047,0.3677,0.3822
SK,EE,5.556828061699537,0.4667,0.4483
SK,ES,8.36287583103188,0.3157,0.3536
SK,FI,6.53813982376767,0.4073,0.4292
SK,FR,8.021256180143997,0.3312,0.3787
SK,GB,9.558529412264617,0.2669,0.3337
SK,GR,4.77912349311153,0.5198,0.5127
SK,HK,4.6443908991413725,0.5295,0.546
SK,HR,4.634728988229636,0.5302,0.4955
SK,HU,8.533853632309345,0.3082,0.3054
SK,IE,5.0689042022202315,0.4994,0.4961
SK,IL,6.727431724850855,0.3967,0.4236
SK,IN,8.587651655064798,0.3059,0.3529
SK,IR,5.181783550292085,0.4916,0.4699
SK,IT,6.429719478039138,0.4135,0.4353
SK,LV,6.16541785423142,0.4289,0.4057
SK,NL,9.039433419997483,0.2871,0.3287
SK,NO,6.472346294500901,0.411,0.4214
SK,NZ,6.884486652042782,0.3881,0.3896
SK,PL,7.291656209174461,0.3667,0.4044
SK,PT,4.77912349311153,0.5198,0.5148
SK,RU,7.740229524763182,0.3444,0.4103
SK,SE,6.813444599510896,0.392,0.4196
SK,SI,5.765191102784844,0.4535,0.4317
SK,TR,7.578145472419466,0.3523,0.3494
SK,UA,9.070618428801046,0.2859,0.33
SK,US,11.506535089948214,0.2027,0.3055
SL,DE,4.890349128221754,0.4976,0.5784
SL,NG,4.844187086458591,0.5024,0.493
SM,IT,6.539585955617669,,0.4292
SN,BE,7.085064293952548,0.3305,0.3894
SN,CA,5.262690188904886,0.4446,0.5238
SN,DE,6.257667587882639,0.3785,0.4961
SN,FR,7.749753406274437,0.2959,0.3914
SN,GB,6.1779441140506,0.3835,0.4925
SN,IT,4.912654885736052,0.4702,0.5301
SN,KE,5.8664680569332965,0.4034,0.3981
SN,NG,5.572154032177765,0.423,0.443
SN,UG,4.8283137373023015,0.4766,0.4634
SN,US,8.98682175033189,0.2401,0.3964
SN,ZA,4.897839799950911,0.4714,0.5054
SO,US,4.653960350157523,,0.6197
SR,HU,5.700443573390687,0.5469,0.4542
SR,US,6.881411303642535,0.4531,0.4926
SV,AR,4.727387818712341,0.4843,0.5339
